Latitude,Longitude,Id,Name,Main Address,Address Level - 1,Address Level - 1,Address Level - 1,Address Level - 1,Date Of Last Update
53.357219,-6.410181,5165,Liffey Medical,"29 Saint Edmunds Grove, Lucan, Co. Dublin, K78 W2F4",Dublin,Wicklow,Carlow,Carlow,27-Apr-22
53.335107,-6.219753,1843,Sandymount Road Medical Centre,"29 Sandymount Road, Dublin 4, D04 E034",29 Sandymount Road,Cork,Limerick,Limerick,22-Apr-22
53.654271,-6.682693,2772,Watergate Street Surgery,"29 Watergate Street, Navan, Co. Meath, C15 XKC7",Meath,Dublin,Galway,Galway,19-Apr-22
53.375014,-6.197759,2747,Dr Cyril Daly ,"296 Howth Road, Dublin 5, D05 F8W8",296 Howth Road,Offaly,Donegal,Donegal,19-Apr-22
53.986285,-6.380207,2789, DR CIARÍN CAIRNS MEDICAL PRACTICE,"2b Neighbourhood Shopping Centre, Inner Relief Road, Dundalk, Co. Louth, A91 P5PD",Louth,Wicklow,Galway,Galway,19-Apr-22
53.331618,-6.371102,4089,Park West Clinic,"2nd Floor Block 71, Park West Business Park, Dublin 12, D12 Y4C0",2nd Floor Block 71,Kerry,Dublin,Dublin,27-Apr-22
54.007943,-6.401989,2787,Dr Grace Kenny ,"2nd Floor Church Street Medical Centre, 1-3 Church Street, Dundalk, Co. Louth, A91 RD2P",Louth,Kerry,Roscommon,Roscommon,30-Mar-22
51.744034,-8.740094,3053,Ballymodan Family Practice,"3 Ballymodan Place, Bandon, Co. Cork, P72 RX61",Cork,Dublin,Tipperary,Tipperary,25-Apr-22
53.287967,-6.256719,2125,Dr Paul Heslin,"3 Beaumont Avenue, Dublin 14, D14 K2N5",3 Beaumont Avenue,Tipperary,Sligo,Sligo,27-Apr-22
53.343553,-7.052186,2618,Edenderry Medical Centre,"3 Carrick Court, Saint Conleth's Road, Edenderry, Co. Offaly, R45 VW54",Offaly,Limerick,Westmeath,Westmeath,11-Apr-22
52.345117,-7.409617,2948,Castle Street Medical Centre,"3 Castle Street, Carrick-on-suir, Co. Tipperary, E32 W026",Tipperary,Roscommon,Cork,Cork,21-Apr-22
52.138183,-8.646173,2252,Chapel Lane Surgery,"3 Chapel Lane, Mallow, Co. Cork, P51 NA03",Cork,Wicklow,Cork,Cork,27-Apr-22
53.323707,-6.259904,1388,Belgrave Clinic,"3 Charleston Road, Dublin 6, D06 V6T3",3 Charleston Road,Wicklow,Cork,Cork,12-Apr-22
53.944055,-8.953804,2537,Dr Diarmaid Mcloughlin,"3 Circular Road, Swinford, Co. Mayo, F12 W243",Mayo,Waterford,Dublin,Dublin,11-Apr-22
53.271533,-7.495204,1472,Dr Brendan Lee,"3 Cormac Street, Tullamore, Co. Offaly, R35 CK06",Offaly,Wicklow,Kildare,Kildare,15-Apr-22
51.850781,-8.292599,3146,Dr G FitzGerald,"3 Cuchulainn Place, Rahilly Street, Cobh, Co. Cork, P24 A320",Cork,Tipperary,Galway,Galway,25-Apr-22
53.288773,-6.222698,1612,Dr Patrick Magovern,"3 Drummartin Road, Dublin 14, D14 K0T9",3 Drummartin Road,Mayo,Wicklow,Wicklow,15-Apr-22
53.336846,-6.254437,1371,Dr Goodwin McDonnell,"3 Ely Place Upper, Dublin 2, D02 XV65",3 Ely Place Upper,Kerry,Cork,Cork,12-Apr-22
53.334215,-6.251361,2296,Dublin Medical Centre,"3 Fitzwilliam Place, Dublin 2, D02 YX78",3 Fitzwilliam Place,Mayo,Mayo,Mayo,14-Apr-22
51.912934,-8.432782,3122,Dr O'Brien,"3 Kerry Road, Mayfield, Cork, Co Cork, T23 H9AC",3 Kerry Road,Wexford,Cork,Cork,25-Apr-22
53.279556,-6.196687,3425,Leopardstown Medical Practice,"3 Leopardstown Gardens, Brewery Road, Stillorgan, Co. Dublin, A94 W8C3",Dublin,Cavan,Westmeath,Westmeath,26-Apr-22
53.10726,-6.064547,5462,The Doctors Centre,"3 Main Street, Kilcoole, Co. Wicklow, A63 FW31",Wicklow,Kerry,Monaghan,Monaghan,30-Mar-22
53.321992,-6.393435,1535,Drs Lynch and Hamilton Surgery,"3 Orchard Road, Dublin 22, D22 Y8N4",3 Orchard Road,Donegal,Cork,Cork,15-Apr-22
53.309764,-6.28528,5103,MyClinic.ie,"3 Terenure Road West, Dublin 6w, D6W YY79",3 Terenure Road West,Louth,Tipperary,Tipperary,27-Apr-22
53.309764,-6.28528,5639,Health Hero,"3 Terenure Road West, Dublin 6w, D6W YY79",3 Terenure Road West,Kerry,Cork,Cork,25-Apr-22
53.334424,-6.22083,4051,Dr William Stokes,"3 Tritonville Court, Dublin 4, D04 A240",3 Tritonville Court,Wexford,Mayo,Mayo,06-May-20
53.33626,-6.439776,4300,Other - HIMS Medical,"3 Tullyhall Park, Lucan, Co. Dublin, K78 XE94",Dublin,Donegal,Kildare,Kildare,30-Jun-20
52.797646,-6.159174,1481,Bothwell & Coates,"3 Upper Main Street, Arklow, Co. Wicklow, Y14 C9D8",Wicklow,Dublin,Meath,Meath,15-Apr-22
53.283547,-6.184271,4125,Amaranta Family Practice,"30 Ardagh Grove, Blackrock, Co. Dublin, A94 W3Y0",Dublin,Donegal,Dublin,Dublin,31-Mar-22
54.005172,-6.394684,1703,Dr Liam Mcgrath,"30 Jocelyn Street, Dundalk, Co. Louth, A91 RY6A",Louth,Mayo,Donegal,Donegal,30-Mar-22
53.285736,-6.116,3411,Elton Dental and Medical Centre,"30 Sandycove Road, Dun Laoghaire, Co. Dublin, A96 V9P1",Dublin,Cork,Clare,Clare,26-Apr-22
53.390301,-6.214313,2462,Hazelwood Medical Practice,"31 Hazelwood Court, Dublin 5, D05 DX88",31 Hazelwood Court,Limerick,Mayo,Mayo,11-Apr-22
53.390157,-6.10499,2236,Sutton Clinic,"31 Howth Road, Dublin 13, D13 H582",31 Howth Road,Cork,Mayo,Mayo,27-Apr-22
53.351019,-6.368597,1193,Manor Road Surgery,"31 Manor Road, Dublin 20, D20 AW73",31 Manor Road,Dublin,Wicklow,Wicklow,08-Apr-22
53.400769,-6.236916,2739,Dr J N Mohamed,"31 Oak Avenue, Royal Oak, Santry, Dublin 9, D09 HT95",31 Oak Avenue,Limerick,Cork,Cork,19-Apr-22
53.299306,-6.209015,2458,Other - The Menopause Hub Ltd,"31 The Rise, Mount Merrion, Blackrock, Co. Dublin, A94 E0C1",Dublin,Tipperary,Cork,Cork,11-Apr-22
53.299306,-6.209015,4238,Drs Gallagher and Byrne Family Practice,"31 The Rise, Mount Merrion, Blackrock, Co. Dublin, A94 E0C1",Dublin,Tipperary,Donegal,Donegal,31-Mar-22
53.299306,-6.209015,5206,Dr C Rooney,"31 The Rise, Mount Merrion, Blackrock, Co. Dublin, A94 E0C1",Dublin,Tipperary,Wicklow,Wicklow,31-Mar-22
53.310228,-6.208648,2575,Woodbine Medical Centre,"31 Woodbine Park, Booterstown, Blackrock, Co. Dublin, A94 HX31",Dublin,Tipperary,Wicklow,Wicklow,31-Mar-22
52.13838,-8.643604,2177,Town Centre Medical Practice,"31/32 Fair Street East, Mallow, Co. Cork, P51 WN62",Cork,Kilkenny,Kilkenny,Kilkenny,27-Apr-22
53.345761,-6.264163,4267,E&S Doctors,"31/32 Wellington Quay, Dublin 2, D02 KP11",31/32 Wellington Quay,Meath,Mayo,Mayo,27-Apr-22
53.342548,-6.354455,2413,Dr Mohsin Moola,"314 Ballyfermot Road, Dublin 10, D10 PH57",314 Ballyfermot Road,Cork,Donegal,Donegal,11-Apr-22
53.342548,-6.354455,3332,Dr Naseema Moorad,"314 Ballyfermot Road, Dublin 10, D10 PH57",314 Ballyfermot Road,Galway,Cork,Cork,26-Apr-22
53.321193,-6.256662,2601,Dr. Nickrow,"32 Dunville Avenue, Dublin 6, D06 NR77",32 Dunville Avenue,Mayo,Cork,Cork,11-Apr-22
53.220726,-6.659567,5154,Medwise Ltd,"32 Naas Town Centre, Dublin Road, Naas, Co. Kildare, W91 R230",Kildare,Laois,Westmeath,Westmeath,27-Apr-22
53.276146,-9.063226,1722,Doctors Clinic,"32 Newcastle Road, Newcastle Road, Galway, H91 HYF5",32 Newcastle Road,Waterford,Wicklow,Wicklow,15-Apr-22
52.259658,-7.117935,2070,Fitzpatrick Medical Centre,"32/33 Ballybricken, Waterford, X91 KT1D",32/33 Ballybricken,Dublin,Kildare,Kildare,27-Apr-22
53.318969,-6.279312,1187,Harolds Cross Medical Practice,"324 Harold's Cross Road, Dublin 6w, D6W TN82",324 Harold's Cross Road,Kildare,Limerick,Limerick,08-Apr-22
51.901505,-8.48674,3059,Dr Buckeridge,"325 Blarney Street, Cork, T23 K59H",325 Blarney Street,Kildare,Kildare,Kildare,25-Apr-22
53.296105,-6.204439,1459,Gleneagle Medical Centre,"32a Greygates, Stillorgan Road, Blackrock, Co. Dublin, A94 D368",Dublin,Galway,Cork,Cork,31-Mar-22
52.627596,-8.652593,2639,Dr. John Waters,"33 Fortfield, Raheen, Limerick, V94 HC44",33 Fortfield,Wicklow,Tipperary,Tipperary,12-Apr-22
53.355028,-6.264378,5529,Femina Medical Centre,"33 Frederick Street North, Dublin 1, D01 Y5T9",33 Frederick Street North,Galway,Tipperary,Tipperary,28-Apr-22
52.348189,-7.41424,3022,Kickham Street Medical Centre,"33 Kickham Street, Carrick-on-suir, Co. Tipperary, E32 T922",Tipperary,Donegal,Mayo,Mayo,25-Apr-22
52.230902,-9.463716,2206,The Surgery,"33 Main Street, Castleisland, Co. Kerry, V92 P0AC",Kerry,Galway,Galway,Galway,27-Apr-22
53.390797,-6.256752,1285,Shanard Family Practice,"33 Shanard Road, Dublin 9, D09 E1W1",33 Shanard Road,Galway,Donegal,Donegal,08-Apr-22
53.314962,-6.296168,1692,The Medical Practice,"335 Kimmage Road Lower, Dublin 6W, D6W Y967",335 Kimmage Road Lower,Dublin,Wicklow,Wicklow,15-Apr-22
53.342669,-6.356699,1940,Grange Cross Medical,"336 Ballyfermot Road, Dublin 10, D10 EE79",336 Ballyfermot Road,Monaghan,Laois,Laois,22-Apr-22
52.25969,-7.117763,3018,Dr John Power,"34 Ballybricken, Waterford, X91 YV57",34 Ballybricken,Cork,Laois,Laois,25-Apr-22
52.384622,-9.295253,1155,Cedarville Surgery,"34 Cedarville, Abbeyfeale, Co. Limerick, V94 CA4P",Limerick,Cork,Donegal,Donegal,08-Apr-22
53.336143,-6.249425,4295,Other - Refine Clinic,"34 Fitzwilliam Street Upper, Dublin 2, D02 T207",34 Fitzwilliam Street Upper,Wexford,Meath,Meath,27-Apr-22
53.301157,-6.176794,1365,Blackrock Medical Clinic,"34 Main Street, Blackrock, Co. Dublin, A94 T6H3",Dublin,Limerick,Louth,Louth,31-Mar-22
53.296062,-6.238911,4003,Dr Bhutta Surgery,"34 Mount Carmel Road, Dublin 14, D14 TP93",34 Mount Carmel Road,Clare,Kildare,Kildare,27-Apr-22
53.360617,-6.274068,1763,Dr M F Whitty,"340a North Circular Road, Dublin 7, D07 C9HE",340a North Circular Road,Cork,Tipperary,Tipperary,15-Apr-22
53.360617,-6.274068,3659,Phibsborough Dental & Medical Clinic,"340A North Circular Road, Phibsborough, Dublin 7, D07 C9HE",340A North Circular Road,Mayo,Westmeath,Westmeath,27-Apr-22
53.332566,-6.289277,2295,Dublin Medical Centre,"344 South Circular Road, Dublin 8, D08 Y96D",344 South Circular Road,Tipperary,Westmeath,Westmeath,14-Apr-22
53.332727,-6.264714,1228,Harcourt Health,"35 Camden Street Upper, Dublin 2, D02 HK82",35 Camden Street Upper,Dublin,Westmeath,Westmeath,08-Apr-22
51.89472,-8.404786,4293,Ringmahon Medical Centre,"35 Dunlocha Cottages, Blackrock, Cork, T12 W6YF",35 Dunlocha Cottages,Dublin,Mayo,Mayo,27-Apr-22
53.3469,-6.263446,1892,Other - Well Woman Centre,"35 Liffey Street Lower, Dublin 1, D01 C3N0",35 Liffey Street Lower,Cork,Carlow,Carlow,22-Apr-22
52.838488,-6.931032,1918,Gallagher Medical Practice ,"35c Dublin Street, Carlow, R93 H9D0",35c Dublin Street,Leitrim,Kildare,Kildare,22-Apr-22
52.270406,-9.703717,2159,The Ashe Street Clinic,"36 Ashe Street, Tralee, Co. Kerry, V92 H9KV",Kerry,Mayo,Tipperary,Tipperary,27-Apr-22
53.305116,-6.236952,1344,Clonskeagh Family Practice,"36 Gledswood Drive, Dublin 14, D14 Y5V6",36 Gledswood Drive,Leitrim,Dublin,Dublin,11-Apr-22
53.320526,-6.292739,1229,Sundrive Medical Centre,"36 Sundrive Road, Dublin 12, D12 AR22",36 Sundrive Road,Limerick,Mayo,Mayo,08-Apr-22
53.351288,-6.251917,2497,Dr Maria Lube,"36c Talbot Street, Dublin 1, D01 YD83",36c Talbot Street,Kerry,Cork,Cork,11-Apr-22
53.343286,-6.269691,1873,Joseph Molony,"37 Castle Street, Dublin 2, D02 H773",37 Castle Street,Kerry,Laois,Laois,11-Apr-22
53.298025,-6.162711,5171,Dr Cathal O'Sullivan,"37 Seapoint Avenue, Blackrock, Co. Dublin, A94 X3T8",Dublin,Kildare,Cork,Cork,31-Mar-22
53.296358,-6.199572,1709,Dr Peter Staunton,"37 Woodlands Park, Stillorgan, Co. Dublin, A94 KX81",Dublin,Kildare,Mayo,Mayo,31-Mar-22
53.362851,-6.238951,1238,Fairview Medical Centre,"37/39 Fairview Strand, Dublin 3, D03 F8C2",37/39 Fairview Strand,Kerry,Limerick,Limerick,08-Apr-22
53.343286,-6.269691,2446,HSE - Addiction Services Castle St,"37-40 Castle Street, Dublin 2, D02 H773",37-40 Castle Street,Limerick,Dublin,Dublin,06-May-20
53.335041,-6.294318,5308,CovidAss - Rialto,"379_383 South Circular Road, Dublin 8, D08 E0X7",379_383 South Circular Road,Kilkenny,Meath,Meath,07-Apr-22
,,4033,The Surgery,"37a Swords Road, Dublin 9, D09 T9K7",37a Swords Road,Dublin,Cork,Cork,27-Apr-22
52.665349,-8.610029,5107,Vital Care Medical,"38 Clare Street, Limerick, V94 YV22",38 Clare Street,Cork,Tipperary,Tipperary,27-Apr-22
53.388668,-6.195278,1368,Tonlegee Medical Practice,"38 Tonlegee Road, Dublin 5, D05 K3V7",38 Tonlegee Road,Galway,Westmeath,Westmeath,12-Apr-22
,,1662,Rialto Primary Care Centre,"383 South Circular Road, Dublin 8, D08 4Y99",383 South Circular Road,Roscommon,Mayo,Mayo,15-Apr-22
53.363812,-6.177564,3393,Sveikas Zmogus Family Medical Clinic,"384 Clontarf Road, Dublin 3, D03 E3H0",384 Clontarf Road,Clare,Limerick,Limerick,26-Apr-22
53.317951,-6.271167,4202,Dr Geraldine Morrow,"39 Grosvenor Road, Dublin 6, D06 WR65",39 Grosvenor Road,Mayo,Kerry,Kerry,27-Apr-22
51.62324,-8.884641,5306,Dr Thomas Moloney,"39 Wolfe Tone Street, Clonakilty, Co. Cork, P85 X510",Cork,Dublin,Dublin,Dublin,28-Apr-22
53.381598,-6.24081,2371,Whitehall Clinic,"394a Collins Avenue, Dublin 9, D09 F1T2",394a Collins Avenue,Kerry,Kerry,Kerry,27-Apr-22
53.360004,-6.264452,4212,Children's Clinic,"398/400 North Circular Road, Dublin 7, D07 ER26",398/400 North Circular Road,Offaly,Cork,Cork,06-Feb-20
53.725687,-7.801829,1750,Harbour Row Medical Practice,"3a Harbour Row, Longford, N39 V128",3a Harbour Row,Mayo,Meath,Meath,15-Apr-22
53.219467,-6.662215,2021,Poplar Surgery,"3a North Main Street, Naas, Co. Kildare, W91 YY6V",Kildare,Tipperary,Meath,Meath,27-Apr-22
53.401082,-6.180009,1220,Meridian Clinic - Clarehall,"3rd Floor Clarehall Shopping Centre, Malahide Road, Northern Cross, Dublin 17, D17 NX38",3rd Floor Clarehall Shopping Centre,Offaly,Meath,Meath,08-Apr-22
53.287187,-6.376216,2418,GPs at Tallaght Cross,"3rd Floor, Tallaght Cross West, Dublin 24, D24 DH74",3rd Floor,Galway,Meath,Meath,27-Aug-18
54.177975,-7.229946,1786,Dr Seamus Clarke ,"4 Analore Street, Clones, Co. Monaghan, H23 YW89",Monaghan,Meath,Kildare,Kildare,22-Apr-22
53.035881,-7.292024,2604,Medical Centre,"4 Anfield Terrace, Dublin Road, Portlaoise, Co. Laois, R32 Y8XK",Laois,Westmeath,Kildare,Kildare,11-Apr-22
53.293016,-6.309081,1846,The Family Medicine Centre,"4 Ballyroan Road, Dublin 16, D16 A2N6",4 Ballyroan Road,Roscommon,Wexford,Wexford,22-Apr-22
52.931654,-9.343836,1170,Lahinch Medical Centre,"4 Bay Links View, Station Road, Lahinch, Co. Clare, V95 A56D",Clare,Offaly,Leitrim,Leitrim,08-Apr-22
53.356978,-6.267802,1240,The Berkeley Clinic,"4 Berkeley Street, Dublin 7, D07 R6DD",4 Berkeley Street,Westmeath,Tipperary,Tipperary,08-Apr-22
51.890955,-8.497196,2170,College Road Medical Centre,"4 Carrigfern, College Road, Cork, T12 DXA8",4 Carrigfern,Dublin,Kerry,Kerry,11-Dec-18
54.072612,-7.083767,2243,Cootehill Medical Centre,"4 Cavan Road, Cootehill, Co. Cavan, H16 AH30",Cavan,Dublin,Mayo,Mayo,27-Apr-22
53.340746,-6.261516,3364,Dr El-Zayed Hegazy,"4 Chatham Street, Dublin 2, D02 R223",4 Chatham Street,Dublin,Kildare,Kildare,26-Apr-22
51.870914,-8.335977,4000,Harbour Medical Centre,"4 Church Hill, Passage West, Co. Cork, T12 DEC5",Cork,Wicklow,Laois,Laois,27-Apr-22
53.267048,-8.929128,1442,Oran Medical Centre,"4 Cloonarkin Drive, Oran More, Co. Galway, H91 E42C",Galway,Kildare,Cork,Cork,19-Apr-22
53.304276,-6.281345,1822,Dodder Park Medical,"4 Dodder Park Drive, Dublin 14, D14 VY57",4 Dodder Park Drive,Clare,Dublin,Dublin,22-Apr-22
53.335205,-6.250379,1731,The D2 Medical Centre,"4 Fitzwilliam Square East, Dublin 2, D02 FE06",4 Fitzwilliam Square East,Cork,Dublin,Dublin,15-Apr-22
53.335205,-6.250379,3327,Raglan Sports Medicine,"4 Fitzwilliam Square East, Dublin 2, D02 FE06",4 Fitzwilliam Square East,Cork,Dublin,Dublin,30-Mar-22
53.285906,-6.293121,1710,Rathfarnham Medical Centre,"4 Glendoher Road, Dublin 16, D16 W726",4 Glendoher Road,Kerry,Kilkenny,Kilkenny,15-Apr-22
54.114591,-9.148348,1428,Dr Marcus Allen,"4 Howley Terrace, Ballina, Co. Mayo, F26 TP04",Mayo,Donegal,Cork,Cork,12-Apr-22
52.474021,-8.159697,5052,Medicentre,"4 Main Street, Tipperary, E34 DH00",4 Main Street,Monaghan,Louth,Louth,14-Apr-22
53.712635,-6.34579,3487,Dr Shafaq Jamal,"4 Marydale, Mary Street, Drogheda, Co. Louth, A92 A2PE",Louth,Tipperary,Mayo,Mayo,30-Mar-22
53.327414,-6.243316,5278,Dr Wendy Lynch,"4 Morehampton Road, Dublin 4, D04 T9C8",4 Morehampton Road,Louth,Kildare,Kildare,27-Apr-22
53.327414,-6.243316,5424,Dr Michael Moore,"4 Morehampton Road, Dublin 4, D04 T9C8",4 Morehampton Road,Dublin,Galway,Galway,28-Apr-22
53.282208,-9.040162,1829,Carepoint Medical Centre,"4 Mulvoy Park, Sean Mulvoy Road, Galway, H91 EN26",4 Mulvoy Park,Cork,Waterford,Waterford,22-Apr-22
53.422007,-6.474414,1847,Dunboyne Family Practitioners,"4 Navan Road, Dunboyne, Co. Meath, A86 KV44",Meath,Westmeath,Dublin,Dublin,30-Mar-22
53.40089,-6.668163,2490,Dr Neville Wilson,"4 New Lane, Kilcock, Co. Kildare, W23 DN22",Kildare,Westmeath,Donegal,Donegal,11-Apr-22
51.8834,-8.482686,5546,Dr Brendan O'Regan,"4 Pearse Square, Ballyphehane, Cork, T12 W56R",4 Pearse Square,Westmeath,Tipperary,Tipperary,28-Apr-22
53.342241,-6.280747,1188,Thomas Court Primary Care ,"4 Saint Catherine's Lane West, Dublin 8, D08 WTW0",4 Saint Catherine's Lane West,Galway,Cork,Cork,08-Apr-22
51.906342,-8.475001,4190,MD Clinic,"4 The Plaza, City Square, Watercourse Road, Cork, T23 NDW4",4 The Plaza,Meath,Roscommon,Roscommon,27-Apr-22
53.370051,-6.253849,1116,Drumcondra Medical,"40 Drumcondra Road Upper, Dublin 9, D09 C4H3",40 Drumcondra Road Upper,Galway,Tipperary,Tipperary,07-Apr-22
52.659303,-8.625512,4245,Station Clinic,"40 Parnell Street, Limerick, V94 RH5F",40 Parnell Street,Donegal,Cavan,Cavan,27-Apr-22
53.384231,-6.220735,1052,Hampson Surgery,"40 Whitethorn Rise, Artane, Dublin 5, D05 AK31",40 Whitethorn Rise,Dublin,Louth,Louth,07-Apr-22
53.35342,-6.285181,1366,Manor Street Family Practice,"40/41 Manor Street, Dublin 7, D07 W586",40/41 Manor Street,Laois,Offaly,Offaly,12-Apr-22
53.360004,-6.264452,4237,Dr Vida Naciene,"400 North Circular Road, Dublin 7, D07 ER26",400 North Circular Road,Offaly,Cork,Cork,27-Apr-22
52.261803,-7.111445,4265,Dr Zoltan Csarodai-Nagy,"41 Barronstrand Street, Waterford, X91 WR6K",41 Barronstrand Street,Wicklow,Galway,Galway,27-Apr-22
53.300942,-6.177292,2018,Blackrock Family Practice,"41 Main Street, Blackrock, Co. Dublin, A94 D5P2",Dublin,Wexford,Leitrim,Leitrim,31-Mar-22
53.300942,-6.177292,5351,Other - Practitioner Health Matters Programme,"41 Main Street, Blackrock, Co. Dublin, A94 D5P2",Dublin,Leitrim,Westmeath,Westmeath,31-Mar-22
52.447094,-9.488675,3137,Convent Street Clinic,"41 Market Street, Listowel, Co. Kerry, V31 DV76",Kerry,Carlow,Mayo,Mayo,25-Apr-22
53.277709,-6.141104,2199,Dr Padraic Doherty,"41 Sallynoggin Road, Sallynoggin, Co. Dublin, A96 R2T8",Dublin,Kerry,Cork,Cork,27-Apr-22
53.342648,-6.362248,2737,Dr Eric Dilworth,"411 Ballyfermot Road, Dublin 10, D10 K683",411 Ballyfermot Road,Cork,Mayo,Mayo,19-Apr-22
53.378134,-6.260988,1002,Griffith Avenue Practice,"411 Griffith Avenue, Dublin 9, D09 YY19",411 Griffith Avenue,Galway,Kerry,Kerry,07-Apr-22
52.671986,-8.658329,1036,Meadow Springs Medical Centre,"41a Meadow Springs, Clareview, Limerick, V94 RPA8",41a Meadow Springs,Galway,Kerry,Kerry,07-Apr-22
52.050862,-9.508922,1911,Cahernane Medical Centre,"42 Cahernane Meadows, Killarney, Co. Kerry, V93 P6DE",Kerry,Laois,Donegal,Donegal,22-Apr-22
53.267243,-9.062143,1492,Dr Kieran Whyte,"42 Father Griffin Road, Galway, H91 XFF9",42 Father Griffin Road,Cork,Kildare,Kildare,15-Apr-22
53.266777,-9.064306,5076,Atlantic Medical Practice,"43/45 Father Griffin Road, Lower Salthill, Galway, H91 X4A6",43/45 Father Griffin Road,Kildare,Kerry,Kerry,27-Apr-22
53.335681,-6.240417,2568,Dr. Patricia Comer,"44 Haddington Road, Dublin 4, D04 Y718",44 Haddington Road,Donegal,Longford,Longford,11-Apr-22
53.280743,-9.063891,1654,Newcastle Medical Centre,"44 Lower Newcastle, Galway, H91 NX22",44 Lower Newcastle,Mayo,Wicklow,Wicklow,15-Apr-22
53.382553,-6.205943,1610,Dr Tarek Zourob,"44 Malahide Road, Dublin 5, D05 XD74",44 Malahide Road,Kildare,Cork,Cork,15-Apr-22
53.311384,-6.315041,5095,Dr David Ogunmodede,"44 Muckross Avenue, Dublin 12, D12 VK49",44 Muckross Avenue,Wexford,Offaly,Offaly,27-Apr-22
53.287995,-6.186895,4199,Dr Gillian Darling,"44 Orpen Green, Blackrock, Co. Dublin, A94 A8P9",Dublin,Cork,Kerry,Kerry,22-Mar-20
53.522248,-6.094825,5349,RushGP.ie,"44 Upper Main Street, Rush, Co. Dublin, K56 NV61",Dublin,Laois,Cavan,Cavan,28-Apr-22
53.342831,-6.249774,1489,Dr Anvor Amod,"44 Westland Row, Dublin 2, D02 W274",44 Westland Row,Kildare,Galway,Galway,15-Apr-22
53.354883,-6.260893,5578,HSE - CAMHS Day Hospital,"44/45 North Great George's Street, Dublin 1, D01 Y8E8",44/45 North Great George's Street,Roscommon,Cork,Cork,28-Apr-22
53.379992,-6.171895,1055,Crosby Medical Practice,"443 Howth Road, Dublin 5, D05 Y432",443 Howth Road,Mayo,Dublin,Dublin,07-Apr-22
53.349543,-6.262404,5368,Popular Medical Centre,"44a Henry Street, Dublin 1, D01 AK83",44a Henry Street,Kerry,Dublin,Dublin,28-Apr-22
,,4240,Limerick First Medical Centre,"45 Rathmore House, Church Hill Meadows, Raheen, Limerick, V94 392D",45 Rathmore House,Meath,Clare,Clare,27-Apr-22
53.388081,-6.297708,1066,Village Medical Centre,"45-48 Main Street, Dublin 11, D11 TCC9",45-48 Main Street,Waterford,Galway,Galway,07-Apr-22
53.323939,-6.25268,1834,Beechwood Medical,"46 Ashfield Road, Dublin 6, D06 X320",46 Ashfield Road,Limerick,Kildare,Kildare,22-Apr-22
52.353662,-7.701624,2093,Gladstone Street Surgery,"46 Gladstone Street, Clonmel, Co. Tipperary, E91 E8P6",Tipperary,Sligo,Kildare,Kildare,27-Apr-22
54.27221,-8.478395,2889,Wine Street Medical Centre,"46 Wine Street, Sligo, F91 NV2F",46 Wine Street,Kilkenny,Dublin,Dublin,21-Apr-22
53.716624,-6.355803,1583,Number 47 Medical Practice,"47 Fair Street, Drogheda, Co. Louth, A92 Y62H",Louth,Wexford,Kilkenny,Kilkenny,31-Mar-22
52.058541,-9.514772,2263,Killarney Medical Centre,"47 New Street, Killarney, Co. Kerry, V93 CKD7",Kerry,Westmeath,Waterford,Waterford,27-Apr-22
53.97621,-6.716256,4251,Carrick House Family Practice,"47 O'neill Street, Carrickmacross, Co. Monaghan, A81 X208",Monaghan,Tipperary,Louth,Louth,30-Mar-22
53.975623,-6.715397,1888,Dr Paschal Larney,"48 Farney Street, Carrickmacross, Co. Monaghan, A81 H426",Monaghan,Tipperary,Donegal,Donegal,30-Mar-22
53.320297,-6.39523,1957,Dr Richard Mullen,"48 Tower Road, Dublin 22, D22 F2P9",48 Tower Road,Mayo,Limerick,Limerick,22-Apr-22
53.320297,-6.39523,3276,Dr John O'Grady,"48 Tower Road, Dublin 22, D22 F2P9",48 Tower Road,Mayo,Cork,Cork,26-Apr-22
53.341417,-6.262859,5440,Other - South William Clinic & Spa,"48 William Street South, Dublin 2, D02 T212",48 William Street South,Dublin,Laois,Laois,28-Apr-22
53.356504,-6.441277,2249,Dr Samir Ekky,"49 Esker Lawns, Lucan, Co. Dublin, K78 A5R2",Dublin,Laois,Galway,Galway,27-Apr-22
53.252711,-6.124572,2309,Ballybrack Medical Centre,"4a Church Road, Ballybrack, Glenageary, Co. Dublin, A96 CT85",Dublin,Wexford,Kerry,Kerry,27-Apr-22
53.277803,-6.103797,1702,Dalkey Medical Practice,"4a Saint Patrick's Road, Dalkey, Co. Dublin, A96 T2P0",Dublin,Mayo,Galway,Galway,15-Apr-22
51.902862,-8.461955,3564,Dr Bastiaan Van Eynatten,"5 Adelaide Terrace, Wellington Road, Cork, T23 VY84",5 Adelaide Terrace,Galway,Louth,Louth,27-Apr-22
51.909596,-8.453188,3182,Old Court Surgery,"5 Cahergal Terrace, Old Youghal Road, Cork, T23 HHW3",5 Cahergal Terrace,Donegal,Donegal,Donegal,24-Mar-20
53.320919,-6.262572,1620,The Cambridge Clinic,"5 Cambridge Villas, Dublin 6, D06 C9X5",5 Cambridge Villas,Cork,Donegal,Donegal,15-Apr-22
53.321187,-6.390038,2283,Dr Fergus Purcell,"5 Castle Crescent, Dublin 22, D22 Y7Y8",5 Castle Crescent,Kildare,Donegal,Donegal,27-Apr-22
