"STATISTIC","Statistic Label","TLIST(A1)","CensusYear","C04104V04868","County and City","UNIT","VALUE"
"F2021C02","Vacant houses (including holiday homes)","1996","1996","2ae19629-14a7-13a3-e055-000000000001","Kildare","Number","1480"
"F2021C02","Vacant houses (including holiday homes)","1996","1996","2ae19629-14a8-13a3-e055-000000000001","Kilkenny","Number","1558"
"F2021C02","Vacant houses (including holiday homes)","1996","1996","2ae19629-148d-13a3-e055-000000000001","Laois","Number","1370"
"F2021C02","Vacant houses (including holiday homes)","1996","1996","2ae19629-1490-13a3-e055-000000000001","Longford","Number","1161"
"F2021C02","Vacant houses (including holiday homes)","1996","1996","2ae19629-1491-13a3-e055-000000000001","Louth","Number","2249"
"F2021C02","Vacant houses (including holiday homes)","1996","1996","2ae19629-1494-13a3-e055-000000000001","Meath","Number","1882"
"F2021C02","Vacant houses (including holiday homes)","1996","1996","2ae19629-1496-13a3-e055-000000000001","Offaly","Number","1317"
"F2021C02","Vacant houses (including holiday homes)","1996","1996","2ae19629-149b-13a3-e055-000000000001","Westmeath","Number","1746"
"F2021C02","Vacant houses (including holiday homes)","1996","1996","2ae19629-149c-13a3-e055-000000000001","Wexford","Number","3763"
"F2021C02","Vacant houses (including holiday homes)","1996","1996","2ae19629-149e-13a3-e055-000000000001","Wicklow","Number","2779"
"F2021C02","Vacant houses (including holiday homes)","1996","1996","2ae19629-14a2-13a3-e055-000000000001","Clare","Number","4390"
"F2021C02","Vacant houses (including holiday homes)","1996","1996","2ae19629-1451-13a3-e055-000000000001","Cork City and Cork County","Number","14158"
"F2021C02","Vacant houses (including holiday homes)","1996","1996","2ae19629-14a6-13a3-e055-000000000001","Kerry","Number","8365"
"F2021C02","Vacant houses (including holiday homes)","1996","1996","2ae19629-148f-13a3-e055-000000000001","Limerick City and County","Number","4415"
"F2021C02","Vacant houses (including holiday homes)","1996","1996","2ae19629-1499-13a3-e055-000000000001","Tipperary","Number","3632"
"F2021C02","Vacant houses (including holiday homes)","1996","1996","2ae19629-149a-13a3-e055-000000000001","Waterford City and County","Number","2990"
"F2021C02","Vacant houses (including holiday homes)","1996","1996","2ae19629-1435-13a3-e055-000000000001","Galway City","Number","1138"
"F2021C02","Vacant houses (including holiday homes)","1996","1996","2ae19629-14a5-13a3-e055-000000000001","Galway County","Number","5683"
"F2021C02","Vacant houses (including holiday homes)","1996","1996","2ae19629-148e-13a3-e055-000000000001","Leitrim","Number","1954"
"F2021C02","Vacant houses (including holiday homes)","1996","1996","2ae19629-1493-13a3-e055-000000000001","Mayo","Number","6617"
"F2021C02","Vacant houses (including holiday homes)","1996","1996","2ae19629-1497-13a3-e055-000000000001","Roscommon","Number","2307"
"F2021C02","Vacant houses (including holiday homes)","1996","1996","2ae19629-1498-13a3-e055-000000000001","Sligo","Number","2561"
"F2021C02","Vacant houses (including holiday homes)","1996","1996","2ae19629-149d-13a3-e055-000000000001","Cavan","Number","2081"
"F2021C02","Vacant houses (including holiday homes)","1996","1996","2ae19629-14a4-13a3-e055-000000000001","Donegal","Number","7373"
"F2021C02","Vacant houses (including holiday homes)","1996","1996","2ae19629-1495-13a3-e055-000000000001","Monaghan","Number","1507"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","IE0","State","Number","143418"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","2ae19629-1492-13a3-e055-000000000001","Carlow","Number","1285"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","2ae19629-1433-13a3-e055-000000000001","Dublin City","Number","12002"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire-Rathdown","Number","2979"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","2ae19629-14a0-13a3-e055-000000000001","Fingal","Number","3212"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","2ae19629-14a1-13a3-e055-000000000001","South Dublin","Number","2126"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","2ae19629-14a7-13a3-e055-000000000001","Kildare","Number","3198"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","2ae19629-14a8-13a3-e055-000000000001","Kilkenny","Number","1833"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","2ae19629-148d-13a3-e055-000000000001","Laois","Number","1864"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","2ae19629-1490-13a3-e055-000000000001","Longford","Number","1548"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","2ae19629-1491-13a3-e055-000000000001","Louth","Number","3053"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","2ae19629-1494-13a3-e055-000000000001","Meath","Number","2895"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","2ae19629-1496-13a3-e055-000000000001","Offaly","Number","1708"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","2ae19629-149b-13a3-e055-000000000001","Westmeath","Number","2559"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","2ae19629-149c-13a3-e055-000000000001","Wexford","Number","7578"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","2ae19629-149e-13a3-e055-000000000001","Wicklow","Number","2905"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","2ae19629-14a2-13a3-e055-000000000001","Clare","Number","6676"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","2ae19629-1451-13a3-e055-000000000001","Cork City and Cork County","Number","17508"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","2ae19629-14a6-13a3-e055-000000000001","Kerry","Number","10024"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","2ae19629-148f-13a3-e055-000000000001","Limerick City and County","Number","5186"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","2ae19629-1499-13a3-e055-000000000001","Tipperary","Number","4481"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","2ae19629-149a-13a3-e055-000000000001","Waterford City and County","Number","4480"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","2ae19629-1435-13a3-e055-000000000001","Galway City","Number","1791"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","2ae19629-14a5-13a3-e055-000000000001","Galway County","Number","7998"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","2ae19629-148e-13a3-e055-000000000001","Leitrim","Number","2579"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","2ae19629-1493-13a3-e055-000000000001","Mayo","Number","9053"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","2ae19629-1497-13a3-e055-000000000001","Roscommon","Number","3395"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","2ae19629-1498-13a3-e055-000000000001","Sligo","Number","3246"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","2ae19629-149d-13a3-e055-000000000001","Cavan","Number","2720"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","2ae19629-14a4-13a3-e055-000000000001","Donegal","Number","12038"
"F2021C02","Vacant houses (including holiday homes)","2002","2002","2ae19629-1495-13a3-e055-000000000001","Monaghan","Number","1498"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","IE0","State","Number","266322"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","2ae19629-1492-13a3-e055-000000000001","Carlow","Number","2475"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","2ae19629-1433-13a3-e055-000000000001","Dublin City","Number","26092"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire-Rathdown","Number","6928"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","2ae19629-14a0-13a3-e055-000000000001","Fingal","Number","7878"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","2ae19629-14a1-13a3-e055-000000000001","South Dublin","Number","5407"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","2ae19629-14a7-13a3-e055-000000000001","Kildare","Number","6838"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","2ae19629-14a8-13a3-e055-000000000001","Kilkenny","Number","4108"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","2ae19629-148d-13a3-e055-000000000001","Laois","Number","4240"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","2ae19629-1490-13a3-e055-000000000001","Longford","Number","3523"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","2ae19629-1491-13a3-e055-000000000001","Louth","Number","6107"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","2ae19629-1494-13a3-e055-000000000001","Meath","Number","6485"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","2ae19629-1496-13a3-e055-000000000001","Offaly","Number","3550"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","2ae19629-149b-13a3-e055-000000000001","Westmeath","Number","5015"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","2ae19629-149c-13a3-e055-000000000001","Wexford","Number","12692"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","2ae19629-149e-13a3-e055-000000000001","Wicklow","Number","5577"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","2ae19629-14a2-13a3-e055-000000000001","Clare","Number","9811"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","2ae19629-1451-13a3-e055-000000000001","Cork City and Cork County","Number","30989"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","2ae19629-14a6-13a3-e055-000000000001","Kerry","Number","16366"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","2ae19629-148f-13a3-e055-000000000001","Limerick City and County","Number","9560"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","2ae19629-1499-13a3-e055-000000000001","Tipperary","Number","8005"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","2ae19629-149a-13a3-e055-000000000001","Waterford City and County","Number","7999"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","2ae19629-1435-13a3-e055-000000000001","Galway City","Number","3984"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","2ae19629-14a5-13a3-e055-000000000001","Galway County","Number","13583"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","2ae19629-148e-13a3-e055-000000000001","Leitrim","Number","4473"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","2ae19629-1493-13a3-e055-000000000001","Mayo","Number","14298"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","2ae19629-1497-13a3-e055-000000000001","Roscommon","Number","5889"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","2ae19629-1498-13a3-e055-000000000001","Sligo","Number","6648"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","2ae19629-149d-13a3-e055-000000000001","Cavan","Number","5997"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","2ae19629-14a4-13a3-e055-000000000001","Donegal","Number","19043"
"F2021C02","Vacant houses (including holiday homes)","2006","2006","2ae19629-1495-13a3-e055-000000000001","Monaghan","Number","2762"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","IE0","State","Number","289451"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","2ae19629-1492-13a3-e055-000000000001","Carlow","Number","3202"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","2ae19629-1433-13a3-e055-000000000001","Dublin City","Number","24638"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire-Rathdown","Number","6616"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","2ae19629-14a0-13a3-e055-000000000001","Fingal","Number","7204"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","2ae19629-14a1-13a3-e055-000000000001","South Dublin","Number","5249"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","2ae19629-14a7-13a3-e055-000000000001","Kildare","Number","6311"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","2ae19629-14a8-13a3-e055-000000000001","Kilkenny","Number","4624"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","2ae19629-148d-13a3-e055-000000000001","Laois","Number","4087"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","2ae19629-1490-13a3-e055-000000000001","Longford","Number","4075"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","2ae19629-1491-13a3-e055-000000000001","Louth","Number","6232"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","2ae19629-1494-13a3-e055-000000000001","Meath","Number","6173"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","2ae19629-1496-13a3-e055-000000000001","Offaly","Number","3620"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","2ae19629-149b-13a3-e055-000000000001","Westmeath","Number","4921"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","2ae19629-149c-13a3-e055-000000000001","Wexford","Number","14329"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","2ae19629-149e-13a3-e055-000000000001","Wicklow","Number","5377"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","2ae19629-14a2-13a3-e055-000000000001","Clare","Number","11782"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","2ae19629-1451-13a3-e055-000000000001","Cork City and Cork County","Number","33329"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","2ae19629-14a6-13a3-e055-000000000001","Kerry","Number","19719"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","2ae19629-148f-13a3-e055-000000000001","Limerick City and County","Number","10114"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","2ae19629-1499-13a3-e055-000000000001","Tipperary","Number","9344"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","2ae19629-149a-13a3-e055-000000000001","Waterford City and County","Number","8597"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","2ae19629-1435-13a3-e055-000000000001","Galway City","Number","3755"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","2ae19629-14a5-13a3-e055-000000000001","Galway County","Number","15066"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","2ae19629-148e-13a3-e055-000000000001","Leitrim","Number","5526"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","2ae19629-1493-13a3-e055-000000000001","Mayo","Number","16230"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","2ae19629-1497-13a3-e055-000000000001","Roscommon","Number","7332"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","2ae19629-1498-13a3-e055-000000000001","Sligo","Number","7328"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","2ae19629-149d-13a3-e055-000000000001","Cavan","Number","7277"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","2ae19629-14a4-13a3-e055-000000000001","Donegal","Number","23996"
"F2021C02","Vacant houses (including holiday homes)","2011","2011","2ae19629-1495-13a3-e055-000000000001","Monaghan","Number","3398"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","IE0","State","Number","245460"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","2ae19629-1492-13a3-e055-000000000001","Carlow","Number","2162"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","2ae19629-1433-13a3-e055-000000000001","Dublin City","Number","19446"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire-Rathdown","Number","4788"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","2ae19629-14a0-13a3-e055-000000000001","Fingal","Number","5233"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","2ae19629-14a1-13a3-e055-000000000001","South Dublin","Number","3530"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","2ae19629-14a7-13a3-e055-000000000001","Kildare","Number","4712"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","2ae19629-14a8-13a3-e055-000000000001","Kilkenny","Number","3546"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","2ae19629-148d-13a3-e055-000000000001","Laois","Number","3160"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","2ae19629-1490-13a3-e055-000000000001","Longford","Number","3102"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","2ae19629-1491-13a3-e055-000000000001","Louth","Number","4713"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","2ae19629-1494-13a3-e055-000000000001","Meath","Number","4875"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","2ae19629-1496-13a3-e055-000000000001","Offaly","Number","2884"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","2ae19629-149b-13a3-e055-000000000001","Westmeath","Number","4009"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","2ae19629-149c-13a3-e055-000000000001","Wexford","Number","12547"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","2ae19629-149e-13a3-e055-000000000001","Wicklow","Number","4454"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","2ae19629-14a2-13a3-e055-000000000001","Clare","Number","10925"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","2ae19629-1451-13a3-e055-000000000001","Cork City and Cork County","Number","27209"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","2ae19629-14a6-13a3-e055-000000000001","Kerry","Number","17747"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","2ae19629-148f-13a3-e055-000000000001","Limerick City and County","Number","8184"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","2ae19629-1499-13a3-e055-000000000001","Tipperary","Number","8502"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","2ae19629-149a-13a3-e055-000000000001","Waterford City and County","Number","7336"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","2ae19629-1435-13a3-e055-000000000001","Galway City","Number","3166"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","2ae19629-14a5-13a3-e055-000000000001","Galway County","Number","13440"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","2ae19629-148e-13a3-e055-000000000001","Leitrim","Number","5226"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","2ae19629-1493-13a3-e055-000000000001","Mayo","Number","15452"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","2ae19629-1497-13a3-e055-000000000001","Roscommon","Number","6548"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","2ae19629-1498-13a3-e055-000000000001","Sligo","Number","6571"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","2ae19629-149d-13a3-e055-000000000001","Cavan","Number","5875"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","2ae19629-14a4-13a3-e055-000000000001","Donegal","Number","22992"
"F2021C02","Vacant houses (including holiday homes)","2016","2016","2ae19629-1495-13a3-e055-000000000001","Monaghan","Number","3126"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","IE0","State","Number","230389"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","2ae19629-1492-13a3-e055-000000000001","Carlow","Number","2008"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","2ae19629-1433-13a3-e055-000000000001","Dublin City","Number","18814"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire-Rathdown","Number","5295"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","2ae19629-14a0-13a3-e055-000000000001","Fingal","Number","5325"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","2ae19629-14a1-13a3-e055-000000000001","South Dublin","Number","3980"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","2ae19629-14a7-13a3-e055-000000000001","Kildare","Number","4730"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","2ae19629-14a8-13a3-e055-000000000001","Kilkenny","Number","3687"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","2ae19629-148d-13a3-e055-000000000001","Laois","Number","2772"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","2ae19629-1490-13a3-e055-000000000001","Longford","Number","2716"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","2ae19629-1491-13a3-e055-000000000001","Louth","Number","4363"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","2ae19629-1494-13a3-e055-000000000001","Meath","Number","4747"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","2ae19629-1496-13a3-e055-000000000001","Offaly","Number","2704"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","2ae19629-149b-13a3-e055-000000000001","Westmeath","Number","3428"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","2ae19629-149c-13a3-e055-000000000001","Wexford","Number","11098"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","2ae19629-149e-13a3-e055-000000000001","Wicklow","Number","4320"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","2ae19629-14a2-13a3-e055-000000000001","Clare","Number","10000"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","2ae19629-1451-13a3-e055-000000000001","Cork City and Cork County","Number","24499"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","2ae19629-14a6-13a3-e055-000000000001","Kerry","Number","17383"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","2ae19629-148f-13a3-e055-000000000001","Limerick City and County","Number","7292"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","2ae19629-1499-13a3-e055-000000000001","Tipperary","Number","7437"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","2ae19629-149a-13a3-e055-000000000001","Waterford City and County","Number","6018"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","2ae19629-1435-13a3-e055-000000000001","Galway City","Number","3452"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","2ae19629-14a5-13a3-e055-000000000001","Galway County","Number","13089"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","2ae19629-148e-13a3-e055-000000000001","Leitrim","Number","4511"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","2ae19629-1493-13a3-e055-000000000001","Mayo","Number","14909"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","2ae19629-1497-13a3-e055-000000000001","Roscommon","Number","5606"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","2ae19629-1498-13a3-e055-000000000001","Sligo","Number","5987"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","2ae19629-149d-13a3-e055-000000000001","Cavan","Number","5097"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","2ae19629-14a4-13a3-e055-000000000001","Donegal","Number","22100"
"F2021C02","Vacant houses (including holiday homes)","2022","2022","2ae19629-1495-13a3-e055-000000000001","Monaghan","Number","3022"
"F2021C03","Vacancy Rate","1991","1991","IE0","State","%","9.1"
"F2021C03","Vacancy Rate","1991","1991","2ae19629-1492-13a3-e055-000000000001","Carlow","%","6.7"
"F2021C03","Vacancy Rate","1991","1991","2ae19629-1433-13a3-e055-000000000001","Dublin City","%","5.5"
"F2021C03","Vacancy Rate","1991","1991","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire-Rathdown","%","4"
"F2021C03","Vacancy Rate","1991","1991","2ae19629-14a0-13a3-e055-000000000001","Fingal","%","3.9"
"F2021C03","Vacancy Rate","1991","1991","2ae19629-14a1-13a3-e055-000000000001","South Dublin","%","2.6"
"F2021C03","Vacancy Rate","1991","1991","2ae19629-14a7-13a3-e055-000000000001","Kildare","%","5.1"
"F2021C03","Vacancy Rate","1991","1991","2ae19629-14a8-13a3-e055-000000000001","Kilkenny","%","7.7"
"F2021C03","Vacancy Rate","1991","1991","2ae19629-148d-13a3-e055-000000000001","Laois","%","8.8"
"F2021C03","Vacancy Rate","1991","1991","2ae19629-1490-13a3-e055-000000000001","Longford","%","13.7"
"F2021C03","Vacancy Rate","1991","1991","2ae19629-1491-13a3-e055-000000000001","Louth","%","7"
"F2021C03","Vacancy Rate","1991","1991","2ae19629-1494-13a3-e055-000000000001","Meath","%","7.4"
"F2021C03","Vacancy Rate","1991","1991","2ae19629-1496-13a3-e055-000000000001","Offaly","%","7.5"
"F2021C03","Vacancy Rate","1991","1991","2ae19629-149b-13a3-e055-000000000001","Westmeath","%","8.8"
"F2021C03","Vacancy Rate","1991","1991","2ae19629-149c-13a3-e055-000000000001","Wexford","%","11.2"
"F2021C03","Vacancy Rate","1991","1991","2ae19629-149e-13a3-e055-000000000001","Wicklow","%","9.3"
"F2021C03","Vacancy Rate","1991","1991","2ae19629-14a2-13a3-e055-000000000001","Clare","%","14.6"
"F2021C03","Vacancy Rate","1991","1991","2ae19629-1451-13a3-e055-000000000001","Cork City and Cork County","%","10.5"
"F2021C03","Vacancy Rate","1991","1991","2ae19629-14a6-13a3-e055-000000000001","Kerry","%","17.3"
"F2021C03","Vacancy Rate","1991","1991","2ae19629-148f-13a3-e055-000000000001","Limerick City and County","%","8.2"
"F2021C03","Vacancy Rate","1991","1991","2ae19629-1499-13a3-e055-000000000001","Tipperary","%","9.3"
"F2021C03","Vacancy Rate","1991","1991","2ae19629-149a-13a3-e055-000000000001","Waterford City and County","%","9.7"
"F2021C03","Vacancy Rate","1991","1991","2ae19629-1435-13a3-e055-000000000001","Galway City","%","6.8"
"F2021C03","Vacancy Rate","1991","1991","2ae19629-14a5-13a3-e055-000000000001","Galway County","%","13.3"
"F2021C03","Vacancy Rate","1991","1991","2ae19629-148e-13a3-e055-000000000001","Leitrim","%","17.8"
"F2021C03","Vacancy Rate","1991","1991","2ae19629-1493-13a3-e055-000000000001","Mayo","%","15.4"
"F2021C03","Vacancy Rate","1991","1991","2ae19629-1497-13a3-e055-000000000001","Roscommon","%","13.1"
"F2021C03","Vacancy Rate","1991","1991","2ae19629-1498-13a3-e055-000000000001","Sligo","%","13.3"
"F2021C03","Vacancy Rate","1991","1991","2ae19629-149d-13a3-e055-000000000001","Cavan","%","12"
"F2021C03","Vacancy Rate","1991","1991","2ae19629-14a4-13a3-e055-000000000001","Donegal","%","16.3"
"F2021C03","Vacancy Rate","1991","1991","2ae19629-1495-13a3-e055-000000000001","Monaghan","%","9.2"
"F2021C03","Vacancy Rate","1996","1996","IE0","State","%","8.4"
"F2021C03","Vacancy Rate","1996","1996","2ae19629-1492-13a3-e055-000000000001","Carlow","%","6.2"
"F2021C03","Vacancy Rate","1996","1996","2ae19629-1433-13a3-e055-000000000001","Dublin City","%","5.7"
"F2021C03","Vacancy Rate","1996","1996","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire-Rathdown","%","3.2"
"F2021C03","Vacancy Rate","1996","1996","2ae19629-14a0-13a3-e055-000000000001","Fingal","%","3.4"
"F2021C03","Vacancy Rate","1996","1996","2ae19629-14a1-13a3-e055-000000000001","South Dublin","%","2.2"
"F2021C03","Vacancy Rate","1996","1996","2ae19629-14a7-13a3-e055-000000000001","Kildare","%","3.6"
"F2021C03","Vacancy Rate","1996","1996","2ae19629-14a8-13a3-e055-000000000001","Kilkenny","%","6.4"
"F2021C03","Vacancy Rate","1996","1996","2ae19629-148d-13a3-e055-000000000001","Laois","%","7.9"
"F2021C03","Vacancy Rate","1996","1996","2ae19629-1490-13a3-e055-000000000001","Longford","%","10.8"
"F2021C03","Vacancy Rate","1996","1996","2ae19629-1491-13a3-e055-000000000001","Louth","%","6.5"
"F2021C03","Vacancy Rate","1996","1996","2ae19629-1494-13a3-e055-000000000001","Meath","%","6.1"
"F2021C03","Vacancy Rate","1996","1996","2ae19629-1496-13a3-e055-000000000001","Offaly","%","6.9"
"F2021C03","Vacancy Rate","1996","1996","2ae19629-149b-13a3-e055-000000000001","Westmeath","%","8.1"
"F2021C03","Vacancy Rate","1996","1996","2ae19629-149c-13a3-e055-000000000001","Wexford","%","10.6"
"F2021C03","Vacancy Rate","1996","1996","2ae19629-149e-13a3-e055-000000000001","Wicklow","%","8"
"F2021C03","Vacancy Rate","1996","1996","2ae19629-14a2-13a3-e055-000000000001","Clare","%","12.8"
"F2021C03","Vacancy Rate","1996","1996","2ae19629-1451-13a3-e055-000000000001","Cork City and Cork County","%","11.3"
"F2021C03","Vacancy Rate","1996","1996","2ae19629-14a6-13a3-e055-000000000001","Kerry","%","17.3"
"F2021C03","Vacancy Rate","1996","1996","2ae19629-148f-13a3-e055-000000000001","Limerick City and County","%","7.9"
"F2021C03","Vacancy Rate","1996","1996","2ae19629-1499-13a3-e055-000000000001","Tipperary","%","8"
